Season,Team_name,Id,Squad_num,Player_name,Player_name_en,National
2009,강원,20090147,7,권순형,Soonhyung KWON,한국
2021,성남,20090153,21,김근배,Keunbae KIM,한국
2020,대전,20090153,21,김근배,Keunbae KIM,한국
2019,성남,20090153,21,김근배,Keunbae KIM,한국
2018,성남,20090153,21,김근배,Keunbae KIM,한국
2016,성남,20090153,21,김근배,Keunbae KIM,한국
2015,강원,20090153,21,김근배,Keunbae KIM,한국
2014,상주,20090153,21,김근배,Keunbae KIM,한국
2013,강원,20090153,21,김근배,Keunbae KIM,한국
2012,강원,20090153,21,김근배,Keunbae KIM,한국
2011,강원,20090153,21,김근배,Keunbae KIM,한국
2010,강원,20090153,21,김근배,Keunbae KIM,한국
2009,강원,20090153,21,김근배,Keunbae KIM,한국
2021,인천,20090162,1,정산,SAN JEONG,한국
2020,인천,20090162,1,정산,SAN JEONG,한국
2019,인천,20090162,1,정산,SAN JEONG,한국
2018,인천,20090162,1,정산,SAN JEONG,한국
2017,인천,20090162,1,정산,SAN JEONG,한국
2016,울산,20090162,1,정산,SAN JEONG,한국
2015,성남,20090162,1,정산,SAN JEONG,한국
2014,성남,20090162,1,정산,SAN JEONG,한국
2013,성남,20090162,1,정산,SAN JEONG,한국
2012,성남,20090162,1,정산,SAN JEONG,한국
2011,성남,20090162,1,정산,SAN JEONG,한국
2010,강원,20090162,1,정산,SAN JEONG,한국
2009,강원,20090162,1,정산,SAN JEONG,한국
2021,강원,20100011,25,이범수,BUMSOO LEE,한국
2020,강원,20100011,25,이범수,BUMSOO LEE,한국
2019,경남,20100011,25,이범수,BUMSOO LEE,한국
2018,경남,20100011,25,이범수,BUMSOO LEE,한국
2017,경남,20100011,25,이범수,BUMSOO LEE,한국
2016,대전,20100011,25,이범수,BUMSOO LEE,한국
2015,서울E,20100011,25,이범수,BUMSOO LEE,한국
2014,전북,20100011,25,이범수,BUMSOO LEE,한국
2013,전북,20100011,25,이범수,BUMSOO LEE,한국
2012,전북,20100011,25,이범수,BUMSOO LEE,한국
2011,전북,20100011,25,이범수,BUMSOO LEE,한국
2010,전북,20100011,25,이범수,BUMSOO LEE,한국
2021,수원FC,20100012,22,윤영선,Youngsun YUN,한국
2020,서울,20100012,22,윤영선,Youngsun YUN,한국
2019,울산,20100012,22,윤영선,Youngsun YUN,한국
2018,성남,20100012,22,윤영선,Youngsun YUN,한국
2017,상주,20100012,22,윤영선,Youngsun YUN,한국
2016,상주,20100012,22,윤영선,Youngsun YUN,한국
2015,성남,20100012,22,윤영선,Youngsun YUN,한국
2014,성남,20100012,22,윤영선,Youngsun YUN,한국
2013,성남,20100012,22,윤영선,Youngsun YUN,한국
2012,성남,20100012,22,윤영선,Youngsun YUN,한국
2011,성남,20100012,22,윤영선,Youngsun YUN,한국
2010,성남,20100012,22,윤영선,Youngsun YUN,한국
2021,울산,20100014,33,홍철,HONG Chul,한국
2020,울산,20100014,33,홍철,HONG Chul,한국
2019,수원,20100014,33,홍철,HONG Chul,한국
2018,수원,20100014,33,홍철,HONG Chul,한국
2017,상주,20100014,33,홍철,HONG Chul,한국
2016,수원,20100014,33,홍철,HONG Chul,한국
2015,수원,20100014,33,홍철,HONG Chul,한국
2014,수원,20100014,33,홍철,HONG Chul,한국
2013,수원,20100014,33,홍철,HONG Chul,한국
2012,성남,20100014,33,홍철,HONG Chul,한국
2011,성남,20100014,33,홍철,HONG Chul,한국
2010,성남,20100014,33,홍철,HONG Chul,한국
2021,전남,20100031,31,김다솔,Dasol KIM,한국
2020,수원,20100031,31,김다솔,Dasol KIM,한국
2019,수원,20100031,31,김다솔,Dasol KIM,한국
2018,수원FC,20100031,31,김다솔,Dasol KIM,한국
2017,수원FC,20100031,31,김다솔,Dasol KIM,한국
2016,인천,20100031,31,김다솔,Dasol KIM,한국
2015,대전,20100031,31,김다솔,Dasol KIM,한국
2014,포항,20100031,31,김다솔,Dasol KIM,한국
2013,포항,20100031,31,김다솔,Dasol KIM,한국
2012,포항,20100031,31,김다솔,Dasol KIM,한국
2011,포항,20100031,31,김다솔,Dasol KIM,한국
2010,포항,20100031,31,김다솔,Dasol KIM,한국
2021,제주,20100041,14,김영욱,Youngwook KIM,한국
2020,제주,20100041,14,김영욱,Youngwook KIM,한국
2019,전남,20100041,14,김영욱,Youngwook KIM,한국
2018,전남,20100041,14,김영욱,Youngwook KIM,한국
2017,전남,20100041,14,김영욱,Youngwook KIM,한국
2016,전남,20100041,14,김영욱,Youngwook KIM,한국
2015,전남,20100041,14,김영욱,Youngwook KIM,한국
2014,전남,20100041,14,김영욱,Youngwook KIM,한국
2013,전남,20100041,14,김영욱,Youngwook KIM,한국
2012,전남,20100041,14,김영욱,Youngwook KIM,한국
2011,전남,20100041,14,김영욱,Youngwook KIM,한국
2010,전남,20100041,14,김영욱,Youngwook KIM,한국
2021,서울,20100042,9,지동원,Dongwon JI,한국
2011,전남,20100042,9,지동원,Dongwon JI,한국
2010,전남,20100042,9,지동원,Dongwon JI,한국
2021,수원FC,20100049,26,김동우1,Dongwoo KIM,한국
2020,부산,20100049,26,김동우1,Dongwoo KIM,한국
2019,제주,20100049,26,김동우1,Dongwoo KIM,한국
2018,서울,20100049,26,김동우1,Dongwoo KIM,한국
2017,대구,20100049,26,김동우1,Dongwoo KIM,한국
2016,서울,20100049,26,김동우1,Dongwoo KIM,한국
2015,서울,20100049,26,김동우1,Dongwoo KIM,한국
2014,서울,20100049,26,김동우1,Dongwoo KIM,한국
2013,경찰,20100049,26,김동우1,Dongwoo KIM,한국
2012,서울,20100049,26,김동우1,Dongwoo KIM,한국
2011,서울,20100049,26,김동우1,Dongwoo KIM,한국
2010,서울,20100049,26,김동우1,Dongwoo KIM,한국
2020,수원FC,20100051,61,최종환,Jonghoan CHOI,한국
2019,서울E,20100051,61,최종환,Jonghoan CHOI,한국
2018,인천,20100051,61,최종환,Jonghoan CHOI,한국
2017,인천,20100051,61,최종환,Jonghoan CHOI,한국
2016,인천,20100051,61,최종환,Jonghoan CHOI,한국
2015,상주,20100051,61,최종환,Jonghoan CHOI,한국
2014,인천,20100051,61,최종환,Jonghoan CHOI,한국
2013,인천,20100051,61,최종환,Jonghoan CHOI,한국
2012,인천,20100051,61,최종환,Jonghoan CHOI,한국
2011,서울,20100051,61,최종환,Jonghoan CHOI,한국
2021,울산,20100052,23,김태환,Taehwan KIM,한국
2020,울산,20100052,23,김태환,Taehwan KIM,한국
2019,울산,20100052,23,김태환,Taehwan KIM,한국
2018,울산,20100052,23,김태환,Taehwan KIM,한국
2017,상주,20100052,23,김태환,Taehwan KIM,한국
2016,울산,20100052,23,김태환,Taehwan KIM,한국
2015,울산,20100052,23,김태환,Taehwan KIM,한국
2014,성남,20100052,23,김태환,Taehwan KIM,한국
2013,성남,20100052,23,김태환,Taehwan KIM,한국
2012,서울,20100052,23,김태환,Taehwan KIM,한국
2011,서울,20100052,23,김태환,Taehwan KIM,한국
2010,서울,20100052,23,김태환,Taehwan KIM,한국
2021,경남,20100057,16,이광진,Kwangjin LEE,한국
2019,경남,20100057,16,이광진,Kwangjin LEE,한국
2018,경남,20100057,16,이광진,Kwangjin LEE,한국
2017,수원FC,20100057,16,이광진,Kwangjin LEE,한국
2016,수원FC,20100057,16,이광진,Kwangjin LEE,한국
2015,대구,20100057,16,이광진,Kwangjin LEE,한국
2014,대전,20100057,16,이광진,Kwangjin LEE,한국
2013,광주,20100057,16,이광진,Kwangjin LEE,한국
2012,대구,20100057,16,이광진,Kwangjin LEE,한국
2011,대구,20100057,16,이광진,Kwangjin LEE,한국
2010,서울,20100057,16,이광진,Kwangjin LEE,한국
2021,경남,20100063,19,고경민,Kyungmin KO,한국
2020,경남,20100063,19,고경민,Kyungmin KO,한국
2019,경남,20100063,19,고경민,Kyungmin KO,한국
2018,부산,20100063,19,고경민,Kyungmin KO,한국
2017,부산,20100063,19,고경민,Kyungmin KO,한국
2016,부산,20100063,19,고경민,Kyungmin KO,한국
2015,안양,20100063,19,고경민,Kyungmin KO,한국
2014,안산,20100063,19,고경민,Kyungmin KO,한국
2013,경찰,20100063,19,고경민,Kyungmin KO,한국
2010,인천,20100063,19,고경민,Kyungmin KO,한국
2021,울산,20100079,10,윤빛가람,Bitgaram YOON,한국
2020,울산,20100079,10,윤빛가람,Bitgaram YOON,한국
2019,제주,20100079,10,윤빛가람,Bitgaram YOON,한국
2018,상주,20100079,10,윤빛가람,Bitgaram YOON,한국
2017,제주,20100079,10,윤빛가람,Bitgaram YOON,한국
2015,제주,20100079,10,윤빛가람,Bitgaram YOON,한국
2014,제주,20100079,10,윤빛가람,Bitgaram YOON,한국
2013,제주,20100079,10,윤빛가람,Bitgaram YOON,한국
2012,성남,20100079,10,윤빛가람,Bitgaram YOON,한국
2011,경남,20100079,10,윤빛가람,Bitgaram YOON,한국
2010,경남,20100079,10,윤빛가람,Bitgaram YOON,한국
2021,전남,20100091,1,박준혁,Junhuk PARK,한국
2020,전남,20100091,1,박준혁,Junhuk PARK,한국
2019,전남,20100091,1,박준혁,Junhuk PARK,한국
2018,대전,20100091,1,박준혁,Junhuk PARK,한국
2016,성남,20100091,1,박준혁,Junhuk PARK,한국
2015,성남,20100091,1,박준혁,Junhuk PARK,한국
2014,성남,20100091,1,박준혁,Junhuk PARK,한국
2013,제주,20100091,1,박준혁,Junhuk PARK,한국
2012,대구,20100091,1,박준혁,Junhuk PARK,한국
2011,대구,20100091,1,박준혁,Junhuk PARK,한국
2010,경남,20100091,1,박준혁,Junhuk PARK,한국
2020,경남,20100093,17,이재명,Jaemoung LEE,한국
2019,경남,20100093,17,이재명,Jaemoung LEE,한국
2018,경남,20100093,17,이재명,Jaemoung LEE,한국
2017,전북,20100093,17,이재명,Jaemoung LEE,한국
2016,상주,20100093,17,이재명,Jaemoung LEE,한국
2015,전북,20100093,17,이재명,Jaemoung LEE,한국
2014,전북,20100093,17,이재명,Jaemoung LEE,한국
2013,전북,20100093,17,이재명,Jaemoung LEE,한국
2012,경남,20100093,17,이재명,Jaemoung LEE,한국
2011,경남,20100093,17,이재명,Jaemoung LEE,한국
2010,경남,20100093,17,이재명,Jaemoung LEE,한국
2021,전북,20100096,2,이용,Yong LEE,한국
2020,전북,20100096,2,이용,Yong LEE,한국
2019,전북,20100096,2,이용,Yong LEE,한국
2018,전북,20100096,2,이용,Yong LEE,한국
2017,전북,20100096,2,이용,Yong LEE,한국
2016,울산,20100096,2,이용,Yong LEE,한국
2015,상주,20100096,2,이용,Yong LEE,한국
2014,울산,20100096,2,이용,Yong LEE,한국
2013,울산,20100096,2,이용,Yong LEE,한국
2012,울산,20100096,2,이용,Yong LEE,한국
2011,울산,20100096,2,이용,Yong LEE,한국
2010,울산,20100096,2,이용,Yong LEE,한국
2021,강원,20100101,23,임창우,CHANG WOO RIM,한국
2015,울산,20100101,23,임창우,CHANG WOO RIM,한국
2014,대전,20100101,23,임창우,CHANG WOO RIM,한국
2013,울산,20100101,23,임창우,CHANG WOO RIM,한국
2012,울산,20100101,23,임창우,CHANG WOO RIM,한국
2011,울산,20100101,23,임창우,CHANG WOO RIM,한국
2021,인천,20100126,34,오재석,JAESUK OH,한국
2012,강원,20100126,34,오재석,JAESUK OH,한국
2011,강원,20100126,34,오재석,JAESUK OH,한국
2010,수원,20100126,34,오재석,JAESUK OH,한국
2021,수원,20100131,39,민상기,Sanggi MIN,한국
2020,수원,20100131,39,민상기,Sanggi MIN,한국
2019,수원,20100131,39,민상기,Sanggi MIN,한국
2018,아산,20100131,39,민상기,Sanggi MIN,한국
2017,아산,20100131,39,민상기,Sanggi MIN,한국
2016,수원,20100131,39,민상기,Sanggi MIN,한국
2015,수원,20100131,39,민상기,Sanggi MIN,한국
2014,수원,20100131,39,민상기,Sanggi MIN,한국
2013,수원,20100131,39,민상기,Sanggi MIN,한국
2012,수원,20100131,39,민상기,Sanggi MIN,한국
2011,수원,20100131,39,민상기,Sanggi MIN,한국
2010,수원,20100131,39,민상기,Sanggi MIN,한국
2021,부천,20100134,22,한지호,Jiho HAN,한국
2020,경남,20100134,22,한지호,Jiho HAN,한국
2019,부산,20100134,22,한지호,Jiho HAN,한국
2018,부산,20100134,22,한지호,Jiho HAN,한국
2017,부산,20100134,22,한지호,Jiho HAN,한국
2016,안산,20100134,22,한지호,Jiho HAN,한국
2015,부산,20100134,22,한지호,Jiho HAN,한국
2014,부산,20100134,22,한지호,Jiho HAN,한국
2013,부산,20100134,22,한지호,Jiho HAN,한국
2012,부산,20100134,22,한지호,Jiho HAN,한국
2011,부산,20100134,22,한지호,Jiho HAN,한국
2010,부산,20100134,22,한지호,Jiho HAN,한국
2021,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2020,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2019,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2018,수원,20100135,8,박종우,Parkjongwoo PARK,한국
2013,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2012,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2011,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2010,부산,20100135,8,박종우,Parkjongwoo PARK,한국
2021,서울,20100156,21,양한빈,Hanbeen YANG,한국
2020,서울,20100156,21,양한빈,Hanbeen YANG,한국
2019,서울,20100156,21,양한빈,Hanbeen YANG,한국
2018,서울,20100156,21,양한빈,Hanbeen YANG,한국
2017,서울,20100156,21,양한빈,Hanbeen YANG,한국
2015,서울,20100156,21,양한빈,Hanbeen YANG,한국
2014,서울,20100156,21,양한빈,Hanbeen YANG,한국
2013,성남,20100156,21,양한빈,Hanbeen YANG,한국
2012,강원,20100156,21,양한빈,Hanbeen YANG,한국
2011,강원,20100156,21,양한빈,Hanbeen YANG,한국
2021,전북,20100163,26,홍정호,Jeongho HONG,한국
2020,전북,20100163,26,홍정호,Jeongho HONG,한국
2019,전북,20100163,26,홍정호,Jeongho HONG,한국
2018,전북,20100163,26,홍정호,Jeongho HONG,한국
2013,제주,20100163,26,홍정호,Jeongho HONG,한국
2012,제주,20100163,26,홍정호,Jeongho HONG,한국
2011,제주,20100163,26,홍정호,Jeongho HONG,한국
2010,제주,20100163,26,홍정호,Jeongho HONG,한국
2021,광주,20100165,21,이진형,Jinhyung LEE,한국
2020,광주,20100165,21,이진형,Jinhyung LEE,한국
2019,광주,20100165,21,이진형,Jinhyung LEE,한국
2018,인천,20100165,21,이진형,Jinhyung LEE,한국
2017,인천,20100165,21,이진형,Jinhyung LEE,한국
2016,안양,20100165,21,이진형,Jinhyung LEE,한국
2015,안산,20100165,21,이진형,Jinhyung LEE,한국
2014,안양,20100165,21,이진형,Jinhyung LEE,한국
2013,안양,20100165,21,이진형,Jinhyung LEE,한국
2012,제주,20100165,21,이진형,Jinhyung LEE,한국
2011,제주,20100165,21,이진형,Jinhyung LEE,한국
2021,인천,20100167,22,김준엽,JUNYUB KIM,한국
2020,인천,20100167,22,김준엽,JUNYUB KIM,한국
2019,대구,20100167,22,김준엽,JUNYUB KIM,한국
2018,부천,20100167,22,김준엽,JUNYUB KIM,한국
2017,아산,20100167,22,김준엽,JUNYUB KIM,한국
2016,안산,20100167,22,김준엽,JUNYUB KIM,한국
2015,경남,20100167,22,김준엽,JUNYUB KIM,한국
2014,경남,20100167,22,김준엽,JUNYUB KIM,한국
2013,광주,20100167,22,김준엽,JUNYUB KIM,한국
2012,제주,20100167,22,김준엽,JUNYUB KIM,한국
2011,제주,20100167,22,김준엽,JUNYUB KIM,한국
2010,제주,20100167,22,김준엽,JUNYUB KIM,한국
2021,경남,20100176,11,황일수,Ilsu HWANG,한국
2020,경남,20100176,11,황일수,Ilsu HWANG,한국
2019,울산,20100176,11,황일수,Ilsu HWANG,한국
2018,울산,20100176,11,황일수,Ilsu HWANG,한국
2017,제주,20100176,11,황일수,Ilsu HWANG,한국
2016,상주,20100176,11,황일수,Ilsu HWANG,한국
2015,상주,20100176,11,황일수,Ilsu HWANG,한국
2014,제주,20100176,11,황일수,Ilsu HWANG,한국
2013,대구,20100176,11,황일수,Ilsu HWANG,한국
2012,대구,20100176,11,황일수,Ilsu HWANG,한국
2011,대구,20100176,11,황일수,Ilsu HWANG,한국
2010,대구,20100176,11,황일수,Ilsu HWANG,한국
2021,전남,20100178,55,최호정,Hojung CHOI,한국
2020,안양,20100178,55,최호정,Hojung CHOI,한국
2019,안양,20100178,55,최호정,Hojung CHOI,한국
2018,안양,20100178,55,최호정,Hojung CHOI,한국
2017,서울E,20100178,55,최호정,Hojung CHOI,한국
2016,성남,20100178,55,최호정,Hojung CHOI,한국
2015,대구,20100178,55,최호정,Hojung CHOI,한국
2014,상주,20100178,55,최호정,Hojung CHOI,한국
2013,대구,20100178,55,최호정,Hojung CHOI,한국
2012,대구,20100178,55,최호정,Hojung CHOI,한국
2011,대구,20100178,55,최호정,Hojung CHOI,한국
2010,대구,20100178,55,최호정,Hojung CHOI,한국
2021,안산,20100179,27,김대열,Daeyeol KIM,한국
2020,안산,20100179,27,김대열,Daeyeol KIM,한국
2019,안산,20100179,27,김대열,Daeyeol KIM,한국
2017,대전,20100179,27,김대열,Daeyeol KIM,한국
2016,대구,20100179,27,김대열,Daeyeol KIM,한국
2015,상주,20100179,27,김대열,Daeyeol KIM,한국
2014,대구,20100179,27,김대열,Daeyeol KIM,한국
2013,대구,20100179,27,김대열,Daeyeol KIM,한국
2012,대구,20100179,27,김대열,Daeyeol KIM,한국
2011,대구,20100179,27,김대열,Daeyeol KIM,한국
2010,대구,20100179,27,김대열,Daeyeol KIM,한국
2021,전북,20110015,6,최보경,Bokyung CHOI,한국
2020,전북,20110015,6,최보경,Bokyung CHOI,한국
2019,전북,20110015,6,최보경,Bokyung CHOI,한국
2018,전북,20110015,6,최보경,Bokyung CHOI,한국
2017,전북,20110015,6,최보경,Bokyung CHOI,한국
2016,안산,20110015,6,최보경,Bokyung CHOI,한국
2015,전북,20110015,6,최보경,Bokyung CHOI,한국
2014,전북,20110015,6,최보경,Bokyung CHOI,한국
2013,울산,20110015,6,최보경,Bokyung CHOI,한국
2012,울산,20110015,6,최보경,Bokyung CHOI,한국
2011,울산,20110015,6,최보경,Bokyung CHOI,한국
2021,충남아산,20110016,6,김종국,Jongkook KIM,한국
2020,충남아산,20110016,6,김종국,Jongkook KIM,한국
2019,수원FC,20110016,6,김종국,Jongkook KIM,한국
2018,수원FC,20110016,6,김종국,Jongkook KIM,한국
2017,아산,20110016,6,김종국,Jongkook KIM,한국
2016,수원FC,20110016,6,김종국,Jongkook KIM,한국
2015,대전,20110016,6,김종국,Jongkook KIM,한국
2014,대전,20110016,6,김종국,Jongkook KIM,한국
2013,울산,20110016,6,김종국,Jongkook KIM,한국
2012,강원,20110016,6,김종국,Jongkook KIM,한국
2011,울산,20110016,6,김종국,Jongkook KIM,한국
2021,성남,20110032,16,이종성,LEE Jongsung,한국
2020,수원,20110032,16,이종성,LEE Jongsung,한국
2019,수원,20110032,16,이종성,LEE Jongsung,한국
2018,수원,20110032,16,이종성,LEE Jongsung,한국
2017,수원,20110032,16,이종성,LEE Jongsung,한국
2016,수원,20110032,16,이종성,LEE Jongsung,한국
2015,대구,20110032,16,이종성,LEE Jongsung,한국
2014,수원,20110032,16,이종성,LEE Jongsung,한국
2012,상주,20110032,16,이종성,LEE Jongsung,한국
2011,수원,20110032,16,이종성,LEE Jongsung,한국
2021,전북,20110035,15,구자룡,Jaryong KU,한국
2020,전북,20110035,15,구자룡,Jaryong KU,한국
2019,수원,20110035,15,구자룡,Jaryong KU,한국
2018,수원,20110035,15,구자룡,Jaryong KU,한국
2017,수원,20110035,15,구자룡,Jaryong KU,한국
2016,수원,20110035,15,구자룡,Jaryong KU,한국
2015,수원,20110035,15,구자룡,Jaryong KU,한국
